CATEG,,,ALL,,SOURCE,
A,B,C,506,,COCA:2018:MAG Slate Magazine,"  0%:  / 100  a couple of exceptions, the majority of the politically charged statements throughout the night were brought to us by host Jimmy Kimmel and the presenters, not the winners. But late into the Academy Awards, the producers representation of women, people of color, and the queer community via a moving montage. In it, the likes of Greta Gerwig the likes of Greta Gerwig, Barry Jenkins, Lee Daniels, and Salma Hayek stressed the importance of diverse storytelling and what it means to be able to see one's self reflected on screen. # The highlight of the moving montage was"
A,B,C,507,,COCA:2018:MAG Slate Magazine,"  0%:  / 100  understand how we organize and all that it takes to deal with our pain. "" # This defensive stance is an insult to the many other black organizers Mallory has championed in her years of activism, who do with intergenerational trauma by renouncing the humanity of Jewish, queer, and transgender people. (The Women's March itself chastised Rose McGowan March itself chastised Rose McGowan, who had previously spoken at the group's convention, for making anti-transgender remarks, telling her that "" The pain we feel does not excuse the pain we cause others. "") A liberation ideology that rests"
A,B,C,508,,COCA:2018:MAG Slate Magazine,"  0%:  / 100  n't want to stand up for the rights of Palestinian women in Palestine, "" Sarsour told the Nation last year. If the Women's March's leaders are truly committed to this kind of intersectional justice framework, civil rights advocate who demeans women, Jews, and queer people can really be hailed as a civil rights advocate at all. advocate at all. One more thing # You depend on Slate for sharp, distinctive coverage of the latest developments in politics and culture. Now we need to ask for your support. # Our work is more urgent than ever and"
A,B,C,509,,COCA:2018:MAG Slate Magazine,"  0%:  / 100  A. "" Either way, he gets the job and goes to Manila to make PowerPoint decks and party until a family tragedy brings him back to the orbit of his upbringing. There he takes on his mother's we have Greer's college friend Zee, a young queer woman and sometime activist who watches with surprise as the retiring, bookish Greer the retiring, bookish Greer ends up with a job at Loci, Faith Frank's hedge fund -- backed women's empowerment foundation. Zee, meanwhile, slogs through a paralegal job that is the inheritance of her parents, both judges."
A,B,C,510,,COCA:2018:MAG Vanity Fair,"  0%:  / 100  , and fawning Spotify employees, held at a warehouse in the Silver Lake neighborhood of Los Angeles. In an event she described as as a celebration of "" black girl magic and love, "" Mon? e in a vibrant, moving, and freeing celebration of queer America -- and of Dirty Computer, available now. # Doors opened at . # Doors opened at eight P.M. as close friends Paris Jackson, Terry and Rebecca Crews, and model Shaun Ross whisked past a throng of fans; inside, guests were treated to cotton candy, popcorn, tequila cocktails, and the"
A,B,C,511,,COCA:2018:MAG Jezebel,"  0%:  / 100  a MasculinUT poster.Image: University of Texas at Austin # The University of Texas at Austin has launched a new program, dubbed MasculinUT, to help expand definitions of masculinity on campus. Part of the project has been students with messages suggesting that you can cry, be queer, put on makeup, or treat women with respect and -- imagine this respect and -- imagine this -- still be masculine. # It's a pretty sensible and timely project as we grapple culturally with the sometimes devastating results of restrictive notions of masculinity. But, naturally, right-wingers -- including Rush Limbaugh and his"
A,B,C,512,,COCA:2018:NEWS New York Times,"  0%:  / 100  are already subscribed to this email. # It's also a celebration of newly embraced sexual explorations. She may be based near Stockholm, where her two teenage daughters go to school, but Ms. Dreijer has been Berlin. '' And Berlin is a great city of queer happenings, '' she said. # On the album's lead single, album's lead single, "" To the Moon and Back, "" Ms. Dreijer is explicit about her desire for women, while the video gleefully embraces kink: She plays a baldheaded creature, awoken from a cryogenic slumber to find herself in"
A,B,C,513,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  lens. She says people who grow up queer lack models of behavior because they are exposed to socialization that focuses on dating while straight. # "" A young heterosexual person can go up to a crush and express with family, '' Simmons said. '' But when queer and black, there may not be that same access to community. For access to community. For a lot of folk, building community and just having safe spaces to explore their identity can be kind of challenging. # "" Although Chicago has a wide variety of neighborhoods that might be affirming or inclusive of queer"
A,B,C,514,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  about a person's queer identity or labeling them as on the down low. # "" It's gotten so controversial and complicated over time because it implies that if you are not out to certain folks or not people can readily identify you as gay or bi or queer, then you are somehow on the down low, keeping a secret, , keeping a secret, "" she said. "" What's more true is people are feeling very much empowered to identify however they want. It does n't mean we have to exist so publicly -- share those identities with whomever you feel"
A,B,C,515,,COCA:2018:MAG Vanity Fair,"  0%:  / 100  invasive nature of that sniff.) # The entire scene is meant to underline a bit more overtly the sexual attraction/discovery that Waller-Bridge built in from the very beginning. "" I love that it hits people at different the idea that some viewers might not have grasped the queer aspect of the show until Villanelle leaned into Eve's neck. '' I 's neck. "" I knew that the first moment they see each other. I labeled that moment as,' Love at first sight.' But I did n't want it to be constrained to romance or to lust or anything like"
A,B,C,516,,COCA:2018:MAG Hollywood Reporter,"  0%:  / 100  Clarita Diet. De Rossi has also positioned herself as a voice for change. She has talked openly about her struggles with eating disorders, including in her 2010 memoir Unbearable Lightness: A Story of Loss and Gain her sexuality in the early 2000s was momentous for the queer community. Since 2004, she has been married to talk show superstar Ellen to talk show superstar Ellen DeGeneres. Jeffrey Tambor # Left, Photofest; Right, Stefanie Keenan/Getty Images # Tambor's portrayal of the bumbling Bluth family patriarch built on his successful stint on the late-night talk show sitcom The Larry Sanders Show"
A,B,C,517,,COCA:2018:MAG RollingStone.com,"  0%:  / 100  a nonviolent way of fighting during the balls, and it gained mainstream prominence after Madonna's "" Vogue "" video in 1990, followed by Jennie Livingston's documentary,' Paris Is Burning.' Credit: Everett , ball or house culture has been a way for queer blacks and Latinos to live their best lives -- that is, to figure that is, to figure out how to respond to a society that devalued their lives and attempted to erase their presence. Through elaborate performances incorporating and commenting on race, class and gender, the ball community has historically reflected the American Dream"
A,B,C,518,,COCA:2018:MAG RollingStone.com,"  0%:  / 100  no longer a reflection of the ever-declining American Dream, but rather a more fabulous alternative to it. # But how does everyone and their grandmother know what throwing shade is? How come little white girls in Europe And how did a show starring predominantly black and brown queer and trans people become one of the most anticipated television events of the year television events of the year? Because at a time when the rights and freedoms of queer people of color are increasingly at risk, the history of ball and house culture is more vital than ever. # Though held in Harlem, often"
A,B,C,519,,COCA:2018:MAG RollingStone.com,"  0%:  / 100  grandmother know what throwing shade is? How come little white girls in Europe are voguing the house down? And how did a show starring predominantly black and brown queer and trans people become one of the most anticipated Because at a time when the rights and freedoms of queer people of color are increasingly at risk, the history of ball and house history of ball and house culture is more vital than ever. # Though held in Harlem, often at the Rockland Palace, the ball attracted people from all over the country. An 1886 article in the black newspaper The New York Freeman"
A,B,C,520,,COCA:2018:MAG RollingStone.com,"  0%:  / 100  queen named Lottie asked Crystal LaBeija to co-promote a ball. Lottie convinced Crystal, always a stickler for self-promotion, to do the ball by suggesting she start her own group, the House of LaBeija, wherein Crystal '' The house then became a surrogate family for young queer black and Latino kids, who were often estranged from their biological families, from their biological families, living on the street, turning tricks, or otherwise struggling to get by. # Soon, other houses followed: the House of Corey, the House of Dior, the House of Wong, the House of"
A,B,C,521,,COCA:2018:MAG RollingStone.com,"  0%:  / 100  of imprisonment which leads to further violence and abuse behind bars. # That is not to say, however, that nothing has changed for the better. Groups like the National Center for Transgender Equality -- as well , among others -- continue to fight on behalf of queer, trans and gender non-conforming people. And despite an increasingly hostile administration, an increasingly hostile administration, LGBTQ people have far more agency and visibility than in any time in history. The 2016 documentary Kiki -- a 21st century Paris Is Burning co-written by ballroom performer and LGBTQ homeless youth advocate Twiggy Pucci Gar? on"
A,B,C,522,,COCA:2018:MAG Hollywood Reporter,"  0%:  / 100  . 25068197 The reboot's Fab Five talk about the "" camp syndrome "" of filming in close quarters what's next for the Netflix reality show. # Queer Eye (formerly for the Straight Guy) might not have seemed like the not have seemed like the most logical choice for a TV reboot in 2018 -- but that's what Netflix chose as one of its first big plays in the reality space, a move that is paying off incredibly well for the streamer and"
A,B,C,523,,COCA:2018:MAG Hollywood Reporter,"  0%:  / 100  # Since the series' February launch, the new "" Fab Five "" have become just as popular as their predecessors -- see France's Saturday Night Live skit and Porowski's flirtatious Hanes campaign -- but they seem new sway to make a difference. Next up for Queer Eye, which returns with new episodes June 15, are makeovers for a , are makeovers for a transgender person and others who the men say "" do n't feel seen. "" # I do n't think many viewers expected the new version of the show to be as emotional as it is. Were you all"
A,B,C,524,,COCA:2018:NEWS New York Post,"  0%:  / 100  a roommate. # In a February 1978 op-ed in The New York Times, then-PBA President Samuel DeMilia wrote that a ban on discrimination against "" homosexuals by city agencies.?.?. will be unworkable in do more harm than good. '' He wrote employing queer officers could be '' catastrophic. '' # When Rodriguez joined the department in Rodriguez joined the department in 1982, homophobia in The Bronx's 44th Precinct was "" totally expected, "" and when he first heard about GOAL in the academy, he thought it was an elaborate ruse to figure out which cops were gay"
A,B,C,525,,COCA:2018:NEWS Washington Post,"  0%:  / 100  York-based organization's research on health issues, including the high cervical cancer rates among African American women in Alabama. Those, she says, are human rights concerns, parallel to the work Human Rights Watch does around rights of lesbian, gay, bisexual, transgender and queer Russians, educational access for girls in Pakistan and an end to sexual violence an end to sexual violence against women in Kenya. # "" We have to ensure we are telling these stories and talking about these issues under that wider umbrella, "" she says. "" I want to be a part of elevating this"
A,B,C,526,,COCA:2018:NEWS Chicago Sun-Times,"  0%:  / 100  Chicago to urge school administrators to rescind an invitation to Steve Bannon, the former White House adviser, to speak at the school. # "" When the administration says that Steve Bannon is welcome at this campus, people of color are not, they're saying that queer people are not, they're saying that everyone who Breitbart News and who who Breitbart News and who the Trump administration has been attacking is not welcome here, "" Sam Joyce, who organized the event and co-chairs a student chapter of the Young Democratic Socialists of America, told the crowd. # The protesters marched"
A,B,C,527,,COCA:2018:NEWS The Boston Globe,"  0%:  / 100  it that way, believing Brockhampton's inclusivity has given it a worthwhile raison d'etre. "" Whatever we were saying in our music had to represent something and really stand for something, "" he says. "" I purpose. '' # The group -- a mixed-race, queer and straight group of creatives -- derived this purpose from their diverse backgrounds. from their diverse backgrounds. Some Brockhampton songs tackle toxic masculinity, homophobia, and racism; others dig deep into depression and anxiety. The spread is indicative of both Brockhampton's ambitions and its members' honesty with on another. # """
A,B,C,528,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  , race can color dating experiences in minute and major ways. Many say there are common, cultural threads, and we're here to tease them out. Call it a labor of love. The following is online series. # Lesbian. Gay. Pansexual. Queer. # Black. # We use various terms during conversations about sexuality and during conversations about sexuality and gender expression, but regardless of our words, so many of these discussions boil down to identity. When you belong to two distinctive groups -- and two marginalized groups, at that -- these distinct qualities weave and"
A,B,C,529,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  but regardless of our words, so many of these discussions boil down to identity. When you belong to two distinctive groups -- and two marginalized groups, at that -- these distinct qualities weave and intersect even as the dating scene. # '' Existing as black, queer and transgender people can be isolating and sometimes traumatizing experiences, '' said Dr. experiences, "" said Dr. Danielle Simmons, a clinical psychologist who specializes in queer identity-related issues, relationships, and racial and cultural tensions. "" Histories of and experiences with discrimination and violence leave major scars. "" # As a queer black"
A,B,C,530,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  men on dating apps and in person. # "" I'm a lot more comfortable flirting with men (in person)... because I do n't want to be offensive, "" she said. "" There's I flirt with this person and they're not actually queer? It's some weird stigma I have in my head. Once every my head. Once every other month or so, I would match with another woman and bond in a sisterhood kind of way. "" # Morgan says she would match with these women on dating apps, but the relationships they formed were"
A,B,C,531,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  she said. # Chassidy Boyd, a 28-year-old restaurant host and spoken word artist who lives in Chicago's Woodlawn neighborhood, has also found it hard to find love. She's single and says she has had 's motives when she dates. As a young black queer mother -- she had her son at age 17 -- Boyd says she faced -- Boyd says she faced a lot of judgment when she was exploring her sexuality. # "" Everybody was like,' What are you? Are you straight? Are you gay?' "" Boyd said. "" It makes it harder"
A,B,C,532,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  ? Are you gay?' "" Boyd said. "" It makes it harder for me to be who I am and to figure out who I am when I'm forced to use a word you're used , Boyd says she is proud to be black and queer. # '' I try to use the word identity very often, '' identity very often, "" she said. "" These are my identities, but they are not my labels. "" # Realize you have the power to shape and define your own identity, said Morgan. "" I think one of the"
A,B,C,533,,COCA:2018:MAG Slate Magazine,"  0%:  / 100  . The people in and around Lakeport are like people everywhere, except perhaps a little prouder, a little sadder, and a little more willing to help a neighbor in need. One of my wife's co-workers an NRA sticker on his truck. Our being both queer and polyamorous is certainly a novelty, but not one that's been met one that's been met with any real hostility on the locals' part. # Last winter the rains did n't come, and we knew then the pleasant sunshine foretold a dry tinderbox surrounding us in the summer months. But no one"
A,B,C,534,,COCA:2018:MAG Jezebel,"  0%:  / 100  who says that she studied under Ronell at the European Graduate School in 2014, wrote in a public Facebook post on August 5 that "" we must reflect on the current climate in academia at NYU and beyond and : a take down of a powerful, radical, queer, feminist, professor who has always spoken out for the marginalized in society for the marginalized in society. "" # Ronell has many high profile defenders who are quick to point out the upside-down optics of a man using Title IX protections to accuse a woman of sexual harassment? # Advertisement # Diane Davis, the"
A,B,C,535,,COCA:2018:MAG Jezebel,"  0%:  / 100  mutual conversations between two consenting adults. (It's worth noting that she does n't dispute the content of their emails, but rather Reitman's framing of them as harassment): "" Our communications -- which Reitman were between two adults, a gay man and a queer woman, who share an Israeli heritage, as well as a penchant for well as a penchant for florid and campy communications arising from our common academic backgrounds and sensibilities. These communications were repeatedly invited, responded to and encouraged by him over a period of three years. "" # She doubled down on those claims"
A,B,C,536,,COCA:2018:MAG Vanity Fair,"  0%:  / 100  Fantastic Beasts: The Crimes of Grindelwald and Dumbledore's Vexing Sexuality This post contains spoilers for Fantastic Beasts: The Crimes of Grindelwald. # Over the last several years, properties across just about every genre of out for drumming up interest by touting the presence of queer or queer-coded characters, only to whiff in the projects themselves by only nodding projects themselves by only nodding vaguely toward the sexualities of those characters -- and rendering them virtually irrelevant. The trend may have reached its zenith when Bill Condon, who directed the 2017 live-action version of Beauty and the Beast, hyped the movie"
A,B,C,537,,COCA:2018:MAG The Verge,"  0%:  / 100  comedy follows the Rose family (which consists of Eugene Levy, Catherine O'Hara, Daniel Levy, and Annie Murphy) as they go from riches to rags and end up in the small town of Schitt's Creek to fully compromise themselves. The show is funny, queer, and silly, but it's also appealingly warm. The writers seem warm. The writers seem to truly love their characters and want to see them happy. That should n't make a show stand out, but it does. On My Block # Much of On My Block functions like adolescence: it"
A,B,C,538,,COCA:2018:MAG The Verge,"  0%:  / 100  Wife, Vida, America to Me # While Outlander and Power rightfully get all of the attention, the majority of Starz programming has been wonderful -- and generally overlooked -- this year. There's Take My Wife streaming service Seeso, which was created by and stars queer comedians Cameron Esposito and Rhea Butcher. The series takes a typical sitcom approach takes a typical sitcom approach to love, marriage, and work / life balance but with a lesbian couple at the center. And no one dies! There's also America to Me, a powerful docuseries that focuses on the racial inequality"
A,B,C,539,,COCA:2018:MAG The Verge,"  0%:  / 100  ! There's also America to Me, a powerful docuseries that focuses on the racial inequality and the imbalance of a public school in the Chicago area by following around an outspoken group of students who candidly share their the beautiful, heartbreaking Vida, which sheds light on queer and / or Latinx communities as it follows two sisters trying to repair their sisters trying to repair their relationship while also dealing with the sudden death of their mother. 70334108 Christie says he's removed himself from White House chief of staff consideration # Former New Jersey Gov. Chris"
A,B,C,540,,COCA:2018:MAG Jezebel,"  0%:  / 100  homosexual spirit spelunk safely into the Dantean depths of what has been described as one of the all time best depictions of female friendship? Would I unwillingly emerge from this series converted and cured of homosexuality, spiritually transformed and Lila's bond? # Advertisement # As a queer woman, there are choices you have to make to maintain a healthy sense to maintain a healthy sense of self-preservation. Sometimes that means your body away from bed on a Wednesday night because that's the only time the local gay bar has ladies night. And sometimes that means avoiding internationally bestselling series because it's"
A,B,C,541,,COCA:2018:MAG Nerdist,"  0%:  / 100  and they promise much deeper integration over the coming year including bringing in product specific data, lead conversion likelihood and lifetime customer value. LEGENDS OF TOMORROW'S Dominic Purcell Teases a New Queer Couple on the Waverider Share: # Legends of Tomorrow has always been of Tomorrow has always been the rebellious sibling of the Arrowverse. Not just in regard to its rotating cast, outlandish storylines, and wild historical settings, but also as a leader in LGBTQ representation on primetime television. The last season saw"
A,B,C,542,,COCA:2018:MAG Nerdist,"  0%:  / 100  the Arrowverse. Not just in regard to its rotating cast, outlandish storylines, and wild historical settings, but also as a leader in LGBTQ representation on primetime television. The last season saw Caity Lotz's bisexual Legends ship the Waverider, and introduced two more canon queer characters in the form of Russell Tovey's Ray Terrill and his boyfriend, Terrill and his boyfriend, the alt-universe version of Wentworth Miller's Leonard Snart, Citizen Cold. The coolest thing about those bits of casting is that both of the characters are played by queer actors, adding an extra bit of representation to"
A,B,C,543,,COCA:2018:MAG Nerdist,"  0%:  / 100  the Legends ship the Waverider, and introduced two more canon queer characters in the form of Russell Tovey's Ray Terrill and his boyfriend, the alt-universe version of Wentworth Miller's Leonard Snart, Citizen Cold. The casting is that both of the characters are played by queer actors, adding an extra bit of representation to the popular superhero show. the popular superhero show. # When The CW announced that Matt Ryan's Constantine would be joining Legends for a two-part arc, fans were desperate to know if his sexual identity would finally be addressed. They were delighted when the creative team"
A,B,C,544,,COCA:2018:MAG Nerdist,  0%:  / 100  teased on the midseason finale of Legends of Tomorrow. But now we're even more stoked that we know he's going to have a flirtation and possible fling with one of our all time favorite CW characters. back on our screens? Exhilarated to see more positive queer representation on our screens? Just really love Wentworth Miller? Let us know Miller? Let us know in the comments! 22799902 # Humanitarian groups are accusing the United States border patrol of consistently smashing water bottle
A,B,C,545,,COCA:2018:MAG Phys.Org,"  0%:  / 100  more likely to invest money and to avoid risks, finds a new paper by psychologists at Emory University. The Proceedings of the National Academy of Sciences (PNAS)... 1 comment # The headline is fake men and women, not cis-normal males, gays, queer, genderfluid, trans, cis-female, two-spirit an cis-female. So it was cis-female. So it was a study between sex differences NOT gender differences. Any study that cant distinguish between sex and gender is not worth paying any attention to. # Please sign in to add a comment. Registration is free, and"
A,B,C,546,,COCA:2018:MAG Nerdist,"  0%:  / 100  Bitch Planet and he's just straight up one of the best people in comics today. "" Gabby Rivera found the anthology "" offered me the opportunity to write about love, sex, and self-discovery. So of into what I went through as a forever awkward chubby queer Latina teen. By sharing my story with Secret Loves, I could flip Loves, I could flip the stereotypes of what geeks look like or who' gets' to be one. "" # All of the creators I spoke to chose to tell personal stories about their experiences with certain parts of geekdom. For"
A,B,C,547,,COCA:2018:MAG Engadget,"  0%:  / 100  of a leaked memo alleging that the company culture unfairly targeted white males and political conservatives. Now Google is being sued by a former employee who claims he was targeted for speaking out against Damore on internal message boards Tim Chevalier, a site reliability engineer who identifies as queer, transgender and disabled filed a lawsuit saying, in part, that he in part, that he was ousted for "" calling out discrimination and harassment for what it was. "" # "" It is a cruel irony that Google attempted to justify firing me by claiming that my social networking posts showed bias against my"
A,B,C,548,,COCA:2018:MAG Daily Beast,"  0%:  / 100  This is, of course, the Age of the Think Piece and the policing of responsible LGBTQ storytelling, and so expect there to be warranted questioning about the film's inherent exploitation of a coming-out narrative, or entertainment. The questioning, like all things in the queer space and especially in popular culture, is vital. It's not even . It's not even condemning; it's continuing the conversation. # The film is hardly perfect. Too many of its most dramatic scenes are diffused with tension-breaking comedy before we're through with our emotional connection to what's going on"
A,B,C,549,,COCA:2018:MAG The Atlantic,"  0%:  / 100  pop of color into one's daily look. The wave of essays and tearful social media responses in response confirms the show's success in calibrating humor, meaning, and heart. (Do read this lovely piece washing his face with bar soap.) # But Queer Eye doesn't want the audience to think quite so much about what's so much about what's arguably its greatest entertainment: the easy-breezy spending of money -- and money's great proxies, time and labor. Hollywood screenwriting textbooks advise creating characters who have an external motivation (get the treasure, save the world"
A,B,C,550,,COCA:2018:MAG The Atlantic,"  0%:  / 100  But maybe his bigger need is for his long-neglected back deck to be furnished in modernist wicker. It's hard to say. The viewer's amazement comes in overlapping waves as personal breakthroughs swirl in alongside before-and-after shots comedian Tig Notaro nailed it: '' next season on queer eye: what my husband really needs, more than anything, is a than anything, is a renovated kitchen with a farmhouse sink -- i mean CONFIDENCE he needs confidence. "" # To be sure, linking swag with happiness is the American way. Google "" makeover shows and class "" for a glimpse at"
A,B,C,551,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  and two marginalized groups, at that -- these distinct qualities weave and intersect even as they operate on parallel tracks within the dating scene. # "" Existing as black, queer and transgender people can be isolating and Dr. Danielle Simmons, a clinical psychologist who specializes in queer identity-related issues, relationships, and racial and cultural tensions. '' Histories of tensions. "" Histories of and experiences with discrimination and violence leave major scars. "" # As a queer black woman married to a trans partner, Simmons says her clients seem to appreciate having this shared experience. In therapy, she often"
A,B,C,552,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  as black, queer and transgender people can be isolating and sometimes traumatizing experiences, "" said Dr. Danielle Simmons, a clinical psychologist who specializes in queer identity-related issues, relationships, and racial and cultural tensions. "" and violence leave major scars. '' # As a queer black woman married to a trans partner, Simmons says her clients seem to says her clients seem to appreciate having this shared experience. In therapy, she often talks about the difficulty of viewing relationship dynamics and values through a heteronormative lens. She says people who grow up queer lack models of behavior because they are"
A,B,C,553,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  violence leave major scars. "" # As a queer black woman married to a trans partner, Simmons says her clients seem to appreciate having this shared experience. In therapy, she often talks about the difficulty of a heteronormative lens. She says people who grow up queer lack models of behavior because they are exposed to socialization that focuses on dating socialization that focuses on dating while straight. # "" A young heterosexual person can go up to a crush and express that crush and talk about it with family, "" Simmons said. "" But when queer and black, there may not"
A,B,C,554,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  But when queer and black, there may not be that same access to community. For a lot of folk, building community and just having safe spaces to explore their identity can be kind of challenging. # variety of neighborhoods that might be affirming or inclusive of queer folk, what I've found and what a lot of my clients talk lot of my clients talk about is a lot of spaces can feel pretty white. "" # Spaces like Boystown. # "" I think people are a tad more accepting to the white gay community, "" said Max Haywood, a 26-year-old"
A,B,C,555,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  or masculine, some are intimidated and do n't feel comfortable being themselves, "" he said. "" On dating apps, you meet guys who are on the down low or discreet and not really out on the it might be easier for those who are black, queer and looking for love to form connections -- especially those of a sexual nature those of a sexual nature -- using a dating app, but she cautions against making assumptions about a person's queer identity or labeling them as on the down low. # "" It's gotten so controversial and complicated over time because it"
A,B,C,556,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  low or discreet and not really out on the scene. "" # Simmons agrees it might be easier for those who are black, queer and looking for love to form connections -- especially those of a sexual nature but she cautions against making assumptions about a person's queer identity or labeling them as on the down low. # '' It's . # "" It's gotten so controversial and complicated over time because it implies that if you are not out to certain folks or not like living in a way that people can readily identify you as gay or bi or queer, then"
A,B,C,557,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  "" I try to use the word identity very often, "" she said. "" These are my identities, but they are not my labels. "" # Realize you have the power to shape and define your '' I think one of the beautiful things about using queer in general is it encompasses a lot, '' she said. '' I she said. "" I'm not just the status quo, I'm not the norm. I'm a little different. In settling into that, you'll hear the term that finally sticks with you. Coming to terms with being"
A,B,C,558,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  queer in general is it encompasses a lot, "" she said. "" I'm not just the status quo, I'm not the norm. I'm a little different. In settling into that, you sticks with you. Coming to terms with being a queer person in today's society and as a person of color... there are of color... there are so many things already pushing against you. "" # Boyd suggests finding supportive friends and organizations. "" Find genuine people; find support groups, more importantly, "" she said. "" It's very hard maneuvering"
A,B,C,559,,COCA:2018:NEWS Chicago Tribune,"  0%:  / 100  want to be heard, they want to be loved, "" she said. "" To be in a community that looks like you, that loves like you -- it can be so affirming. Through practicing vulnerability great healing that happens in healthy, loving, nurturing queer relationships. '' 23685208 Share This Story! # Toys R Us ranks as one of the largest retail bankruptcies with $6.6 billion in assets at the time of its filing. Here"
A,B,C,560,,COCA:2018:NEWS Los Angeles Times,"  0%:  / 100  had this little invisible army of Facebook commenters looking over my shoulder while I wrote. I was, like, "" They're going to hate this. People are going to tear this apart. They're going or whatever. '' In '' Stray City '' queer identity is the norm and heterosexuality is deviant. Did you set out to Did you set out to write a novel that flipped the script? # Johnson: Yes. That was really the intent. It came to me because I was writing that section we discussed that later got cut. I had a character"
A,B,C,561,,COCA:2018:NEWS Baltimore Sun,"  0%:  / 100  present the short film "" Josiah, "" then discuss and sign copies of his book. 6:30 p.m. May 23 at the Lewis Museum of Maryland African American History & Culture, 830 E. Pratt St. $6-$8 museum Edward II' # Writer-director Derek Jarman's landmark in queer cinema, a modern take on Christopher Marlowe's Elizabethan drama of loyalty, Elizabethan drama of loyalty, murder and palace intrigue, stars Steven Waddington as Edward, Andrew Tiernan as his lover, Gaveston, and Tilda Swinton as a spurned and dangerous Queen Isabella. 7:30 p.m. May 24 at the Niarchos Foundation Parkway"
A,B,C,562,,COCA:2018:NEWS New York Times,"  0%:  / 100  Page A15 of the New York edition with the headline: Billion-Dollar Business In Migrants' Tent Cities. Order Reprints Today's Paper Subscribe Building a Table for All: The Ascent of Queer Food Culture # There was something in the air at Queer Soup Night on at Queer Soup Night on a recent Sunday in Gowanus, Brooklyn. Something beyond the alluring aroma of soup from a handful of local chefs. Tides of garlic from Woldy Reyes's chicken sotanghon, a Filipino favorite, mingled with the kick"
A,B,C,563,,COCA:2018:NEWS New York Times,"  0%:  / 100  Billion-Dollar Business In Migrants' Tent Cities. Order Reprints Today's Paper Subscribe 25252802 Building a Table for Food Culture # There was something in the air at Queer Soup Night on a recent Sunday in Gowanus, Brooklyn. Something beyond the Brooklyn. Something beyond the alluring aroma of soup from a handful of local chefs. Tides of garlic from Woldy Reyes's chicken sotanghon, a Filipino favorite, mingled with the kick of smoked tofu from Xzherieh Niquae's take on split pea"
A,B,C,564,,COCA:2018:NEWS New York Times,"  0%:  / 100  energy. "" There's a moment, there's a thing, it's happening, it's real, "" said Liz Alpern, 33, the founder of this near-monthly gathering that kicked off, coincidentally, at Kennedy Airport in January 2017. # '' Our queer communities are embracing food more explicitly and intentionally and creatively, '' said Ora creatively, "" said Ora Wise, the culinary curator of Queer Anga, an L.G.B.T.Q. wellness collective in which movement practice and food rituals intermingle. # Food has become a trope by which the queer community has found commonality, sought visibility,"
A,B,C,565,,COCA:2018:NEWS New York Times,"  0%:  / 100  "" said Liz Alpern, 33, the founder of this near-monthly gathering that kicked off, coincidentally, the weekend of travel ban protests at Kennedy Airport in January 2017. # "" Our queer communities are embracing food , '' said Ora Wise, the culinary curator of Queer Anga, an L.G.B.T.Q. wellness collective in which movement practice and food rituals intermingle practice and food rituals intermingle. # Food has become a trope by which the queer community has found commonality, sought visibility, championed diversity and encouraged activism. Be it intersectional supper parties, Puerto Rican solidarity efforts, dining spots that serve"
A,B,C,566,,COCA:2018:NEWS New York Times,"  0%:  / 100  like when we dream up a culinary space, "" she said. Dinner Parties, Dining Spaces # Cleopatra Zuli also felt the need to create an experience that reflected aspects of her identity as "" a black '' Ms. Zuli, 32, was raised by a queer mother and her gay brother, and she grew up immersed in vibrant dinner up immersed in vibrant dinner parties "" reflective of our multifaceted African diaspora community. "" # Image # Bill Clark, center, an owner of MeMe's Diner in Brooklyn, which hosts an L.G.B.T.Q. industry night for the queer food community.CreditEvan Sung"
A,B,C,567,,COCA:2018:NEWS New York Times,"  0%:  / 100  Milford, Conn., for homespun barbecues, potlucks and performances. And Babetown, a roving party for queer women, as well as trans and nonbinary people, sold out its first dinner in September 2016 in 48 Alex Koones, 29, whom Ms. Alpern, of Queer Soup Night, credits with being one of the first to ignite the current first to ignite the current dinner party craze. # On a recent Monday night, Ms. Alpern could be found greeting Bill Clark and Libby Willis at their monthly "" queer industry night, "" Family Meal. As owners of the self-described """
